,Participant ID,Session,gender:,age,left-handed,date,exp name,Experiment Start Time,Experiment End Time,Experiment Data
0,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Stim Type': 'Instructions', 'Start Time (ms)': 53.78293991088867, 'Total Time (ms)': 68753.68213653564, 'CEDRUS Total Time (ms)': 68744, 'Total Frames': 107270}"
1,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 0, 'totalStimuliDisplay': 1, 'Stim Type': 'X0', 'Probability of 0': 0.35, 'Total 0s': 14, 'Start Time (ms)': 69224.36904907227, 'Total Time (ms)': 107.30099678039551, 'Total Frames': 177}"
2,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 0, 'totalStimuliDisplay': None, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.35, 'Start Time (ms)': 69335.08396148682, 'Reaction Time (ms)': 1711.148977279663, 'CEDRUS Total Time (ms) Reaction Time (ms)': 1.711148977279663, 'Reaction Time (frames)': 2069, 'Total Time (ms)': 1711.148977279663, 'Total Frames': 2069}"
3,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 0, 'totalStimuliDisplay': 2, 'Stim Type': 'X0', 'Probability of 0': 0.35, 'Total 0s': 9, 'Start Time (ms)': 71443.54605674744, 'Total Time (ms)': 104.97093200683594, 'Total Frames': 177}"
4,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 0, 'totalStimuliDisplay': None, 'Stim Type': 'opt', 'Response': [2], 'Probability of 0': 0.35, 'Start Time (ms)': 71551.52201652527, 'Reaction Time (ms)': 3045.0589656829834, 'CEDRUS Total Time (ms) Reaction Time (ms)': 3.0450589656829834, 'Reaction Time (frames)': 3697, 'Total Time (ms)': 3045.0589656829834, 'Total Frames': 3697}"
5,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 0, 'totalStimuliDisplay': 2, 'Stim Type': 'response', 'Response': [2], 'Probability of 0': 0.35, 'Correct': True, 'Start Time (ms)': 74599.95698928833, 'Reaction Time (ms)': 1739.5470142364502, 'CEDRUS Reaction Time (ms)': 1733, 'Reaction Time (frames)': 2127, 'Total Time (ms)': 2311.995029449463, 'Total Frames': 2836}"
6,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 1, 'totalStimuliDisplay': 1, 'Stim Type': 'X0', 'Probability of 0': 0.45, 'Total 0s': 15, 'Start Time (ms)': 77305.59301376343, 'Total Time (ms)': 105.83209991455078, 'Total Frames': 177}"
7,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 1, 'totalStimuliDisplay': None, 'Stim Type': 'opt', 'Response': [2], 'Probability of 0': 0.45, 'Start Time (ms)': 77414.52503204346, 'Reaction Time (ms)': 3322.849988937378, 'CEDRUS Total Time (ms) Reaction Time (ms)': 3.322849988937378, 'Reaction Time (frames)': 4026, 'Total Time (ms)': 3322.849988937378, 'Total Frames': 4026}"
8,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 1, 'totalStimuliDisplay': 1, 'Stim Type': 'response', 'Response': [2], 'Probability of 0': 0.45, 'Correct': True, 'Start Time (ms)': 80740.55600166321, 'Reaction Time (ms)': 7656.290054321289, 'CEDRUS Reaction Time (ms)': 7643, 'Reaction Time (frames)': 9371, 'Total Time (ms)': 8230.453968048096, 'Total Frames': 10080}"
9,patty,1,female,,False,2022-03-31_13h48.24.644,Letter-Biased Task,0.0021457672119140625,679301.0139465332,"{'Trial': 2, 'totalStimuliDisplay': 1, 'Stim Type': 'X0', 'Probability of 0': 0.65, 'Total 0s': 27, 'Start Time (ms)': 89415.41814804077, 'Total Time (ms)': 104.5689582824707, 'Total Frames': 177}"
