,Participant ID,Session,gender:,age,left-handed,date,exp name,Experiment Start Time,Experiment End Time,Experiment Data
0,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Stim Type': 'Instructions', 'Start Time (ms)': 69.21792030334473, 'Total Time (ms)': 9934.100866317749, 'Cedrus Total Time (ms)': 9920, 'Total Frames': 596}"
1,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'X0', 'Probability of 0': 0.25, 'Total 0s': 5, 'Stimulus Start Time (ms)': 10466.072797775269, 'Total Stimulus Time (ms)': 252.5961399078369, 'Total Estimated Frames': 15}"
2,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.25, 'Correct': None, 'Start Time (ms)': 10722.752809524536, 'Reaction Time (ms)': 862.0500564575195, 'CEDRUS Reaction Time (ms)': 843, 'Reaction Time (frames)': 52, 'Total Time (ms)': 862.0500564575195, 'Total Frames': 52}"
3,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'X0', 'Probability of 0': 0.25, 'Total 0s': 11, 'Stimulus Start Time (ms)': 11975.7559299469, 'Total Stimulus Time (ms)': 242.2468662261963, 'Total Estimated Frames': 15}"
4,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.25, 'Correct': None, 'Start Time (ms)': 12221.797943115234, 'Reaction Time (ms)': 879.6999454498291, 'CEDRUS Reaction Time (ms)': 859, 'Reaction Time (frames)': 53, 'Total Time (ms)': 879.6999454498291, 'Total Frames': 53}"
5,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'X0', 'Probability of 0': 0.25, 'Total 0s': 13, 'Stimulus Start Time (ms)': 13486.372947692871, 'Total Stimulus Time (ms)': 247.5149631500244, 'Total Estimated Frames': 15}"
6,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.25, 'Correct': None, 'Start Time (ms)': 13737.578868865967, 'Reaction Time (ms)': 898.8420963287354, 'CEDRUS Reaction Time (ms)': 876, 'Reaction Time (frames)': 54, 'Total Time (ms)': 898.8420963287354, 'Total Frames': 54}"
7,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'X0', 'Probability of 0': 0.25, 'Total 0s': 5, 'Stimulus Start Time (ms)': 15016.023874282837, 'Total Stimulus Time (ms)': 253.7820339202881, 'Total Estimated Frames': 15}"
8,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'opt', 'Response': [2], 'Probability of 0': 0.25, 'Correct': None, 'Start Time (ms)': 15273.569822311401, 'Reaction Time (ms)': 446.47717475891113, 'CEDRUS Reaction Time (ms)': 436, 'Reaction Time (frames)': 27, 'Total Time (ms)': 446.47717475891113, 'Total Frames': 27}"
9,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 0, 'Stim Type': 'response', 'Response': [2], 'Probability of 0': 0.25, 'Correct': True, 'Start Time (ms)': 15723.085880279541, 'Reaction Time (ms)': 3629.167079925537, 'CEDRUS Reaction Time (ms)': 3608, 'Reaction Time (frames)': 218, 'Total Time (ms)': 4627.362966537476, 'Total Frames': 278}"
10,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'X0', 'Probability of 0': 0.6944444444444444, 'Total 0s': 31, 'Stimulus Start Time (ms)': 20735.57186126709, 'Total Stimulus Time (ms)': 250.73599815368652, 'Total Estimated Frames': 15}"
11,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.6944444444444444, 'Correct': None, 'Start Time (ms)': 20990.158796310425, 'Reaction Time (ms)': 2761.8370056152344, 'CEDRUS Reaction Time (ms)': 2740, 'Reaction Time (frames)': 166, 'Total Time (ms)': 2761.8370056152344, 'Total Frames': 166}"
12,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'X0', 'Probability of 0': 0.6944444444444444, 'Total 0s': 30, 'Stimulus Start Time (ms)': 24130.897998809814, 'Total Stimulus Time (ms)': 255.4647922515869, 'Total Estimated Frames': 15}"
13,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.6944444444444444, 'Correct': None, 'Start Time (ms)': 24389.23192024231, 'Reaction Time (ms)': 746.80495262146, 'CEDRUS Reaction Time (ms)': 723, 'Reaction Time (frames)': 45, 'Total Time (ms)': 746.80495262146, 'Total Frames': 45}"
14,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'X0', 'Probability of 0': 0.6944444444444444, 'Total 0s': 29, 'Stimulus Start Time (ms)': 25494.71092224121, 'Total Stimulus Time (ms)': 241.61386489868164, 'Total Estimated Frames': 15}"
15,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'opt', 'Response': [3], 'Probability of 0': 0.6944444444444444, 'Correct': None, 'Start Time (ms)': 25739.62688446045, 'Reaction Time (ms)': 712.3861312866211, 'CEDRUS Reaction Time (ms)': 701, 'Reaction Time (frames)': 43, 'Total Time (ms)': 712.3861312866211, 'Total Frames': 43}"
16,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'X0', 'Probability of 0': 0.6944444444444444, 'Total 0s': 23, 'Stimulus Start Time (ms)': 26804.81195449829, 'Total Stimulus Time (ms)': 248.14891815185547, 'Total Estimated Frames': 15}"
17,AccuracyTest,1,male,24,False,2022_Mar_25_1603,Letter-Biased Task,0.00286102294921875,689898.7638950348,"{'Trial': 1, 'Stim Type': 'opt', 'Response': [2], 'Probability of 0': 0.6944444444444444, 'Correct': None, 'Start Time (ms)': 27056.301832199097, 'Reaction Time (ms)': 1412.330150604248, 'CEDRUS Reaction Time (ms)': 1403, 'Reaction Time (frames)': 85, 'Total Time (ms)': 1412.330150604248, 'Total Frames': 85}"
